Fecha;NMT;Situaciï¿½n;Ld;Le;Ln;LAeq24;LAS01;LAS10;LAS50;LAS90;LAS99;Nombre
jun-20;13;;57,4;58,4;51,6;56,4;64;58,2;52,4;42,5;34,8;Vallecas
jun-20;14;;64,5;64,2;59,2;63,3;69,5;64,8;61,1;53,3;45,8;Glorieta Fdez. Ladreda
jun-20;16;;59,8;59,2;53,9;58,4;65,7;61,9;55,5;39,9;33,7;Arturo Soria
jun-20;17;;57,2;63;51,8;58,1;66,9;60;53,2;41,1;35,2;Villaverde
jun-20;18;;57,1;56,6;49,6;55,6;65,2;57,8;50,4;42;38,5;Farolillo
jun-20;19;;59,8;60,5;54,2;58,7;67,4;61,2;53,4;35,7;29,2;Alto Extremadura
jun-20;20;;61,5;59,9;53,6;59,8;68,3;61,4;55,8;44,3;37;Avda de Moratalaz
jun-20;24;;47,9;47,9;44,1;47;53,9;49,9;44,8;42;40,9;Casa de Campo
jun-20;25;;66,3;65,6;61,3;65,1;70,4;67,7;64,4;56,3;45,9;Santa Eugenia
jun-20;26;;60,1;59;52;58,5;67,1;62,6;53,4;43,3;36,8;Embajada
jun-20;27;;60,1;58,7;53,5;58,5;69,5;62,4;49;38,1;32,1;Barajas Pueblo
jun-20;28;;66,9;65,8;59;65,3;73,6;69,2;61;41,1;35,4;Cuatro Vientos
jun-20;29;;58,7;59,6;52,2;57,6;66,8;60,5;52,7;38;33,6;El Pardo
jun-20;30;;59;59,5;52,5;57,9;66,8;60,8;55,1;42,1;37,2;Campo de las Naciones
jun-20;31;;60,9;61,7;51,6;59,6;70,3;64,1;51,3;42,5;37,3;Sanchinarro
jun-20;47;;56,6;58,8;50,4;55,9;67,5;56,6;50,4;39,6;34,8;Méndez Álvaro
jun-20;48;;59,8;59,9;55,2;58,7;66,9;61,1;56,7;49;43,1;Castellana
jun-20;50;;64,5;65,1;59,4;63,5;69,6;65,1;60,7;52;46;Pza de Castilla
jun-20;54;;59,6;59,6;52,5;58,2;65,3;61,1;55,8;41,8;35,3;Ensanche de Vallecas
jun-20;55;;55,4;55,5;49,8;54,2;62,5;56,2;50,5;44,3;41,2;Urbanización Embajada II
jun-20;86;;56,7;57,6;50,9;55,7;64,9;58,8;50,7;40,4;36,6;Tres Olivos
jul-20;1;;69,1;66,6;62,6;67,3;76,7;69;62;52,4;45;Paseo de Recoletos
jul-20;2;;67,6;67,1;63,6;66,6;73,5;68,7;64,4;57,2;51;Carlos V
jul-20;3;;61,6;59,7;56,9;60,1;69,4;63;56;49,4;45,4;Plaza del Carmen
jul-20;4;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Plaza de España
jul-20;5;;60;61,9;55,1;59,4;66,3;61,9;57,2;47,5;41,2;Barrio del Pilar
jul-20;6;;67,6;67,1;62,7;66,4;74,3;69,4;63;53,7;45,8;Gregorio Marañón
jul-20;8;;65,5;65,2;61,6;64,5;71,6;66,9;62,5;54,4;48,5;Escuelas Aguirre
jul-20;10;;63,7;63,2;58,4;62,4;70,9;65,6;57,3;47;42,2;Cuatro Caminos
jul-20;11;;66,7;65,9;60,2;65,2;71,8;68,3;62,8;48,7;40,1;Ramón y Cajal
jul-20;12;;62,6;62,8;57,2;61,5;68,9;62,9;58,3;49,7;42,1;Plaza Manuel Becerra
jul-20;13;;58,9;58,4;53,6;57,6;67;60;53,3;45,7;38,5;Vallecas
jul-20;14;;64,4;64,2;60;63,3;69,6;64,9;61,4;54,5;47,4;Glorieta Fdez. Ladreda
jul-20;16;;59,6;59,1;54,3;58,4;65,4;62;55,9;41,6;35,9;Arturo Soria
jul-20;17;;57,3;61,3;53,4;57,5;66,7;60,6;53,6;44,6;38,6;Villaverde
jul-20;18;;57,2;56,8;50,5;55,8;65,9;58,4;50,5;42,7;39,4;Farolillo
jul-20;19;;69,9;61,8;54,3;67,3;81,4;65,8;56,6;43,2;35,6;Alto Extremadura
jul-20;20;;60,8;59,2;53,5;59;68;61,2;55,2;46,1;39,1;Avda de Moratalaz
jul-20;24;;49,6;50,1;45,5;48,7;55,3;51,3;46,7;43,6;38,6;Casa de Campo
jul-20;25;;66,4;65,8;61,9;65,2;70,3;67,7;64,9;58;49,2;Santa Eugenia
jul-20;26;;61,9;60,8;54,1;60,2;68,8;64,5;54,9;46,5;39,5;Embajada
jul-20;27;;60,7;58,9;54,7;59,1;69,7;63,3;49,9;42;34,6;Barajas Pueblo
jul-20;28;;66,5;65,3;58,9;64,9;73,2;68,9;60,4;42,3;36,3;Cuatro Vientos
jul-20;29;;57,8;56,8;52,9;56,4;64,8;59,7;52,6;39,5;34,4;El Pardo
jul-20;30;;58,9;58,6;54,4;57,8;66,6;60,6;55,3;43,5;37,9;Campo de las Naciones
jul-20;31;;60,6;62;52,6;59,6;70;64,1;50,9;44,2;38,6;Sanchinarro
jul-20;47;;54,9;56,5;50,4;54,3;65;55,6;50,6;40,9;36,6;Méndez Álvaro
jul-20;48;;59;58,4;54,3;57,8;65,1;60,3;56,2;49,5;46;Castellana
jul-20;50;;64,5;64,1;60;63,3;69,3;64,8;60,7;53;47,7;Pza de Castilla
jul-20;54;;58,8;59;53,1;57,6;64,7;60,8;55,8;44,5;36,8;Ensanche de Vallecas
jul-20;55;;55,9;54,8;50,1;54,4;62,2;56,8;50,6;45,8;42,4;Urbanización Embajada II
jul-20;86;;59,3;54,5;49,6;57,1;66,5;57,3;48,9;42;36,8;Tres Olivos
ago-20;1;;68;64,9;61,2;66,1;76,5;68,4;60,1;50,1;42,3;Paseo de Recoletos
ago-20;2;;67;66,9;63,1;66;72,8;68,3;63,5;56,4;50,4;Carlos V
ago-20;3;;60,7;59,6;56,2;59,4;68,7;62;54,3;46,9;41,9;Plaza del Carmen
ago-20;4;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Plaza de España
ago-20;5;;60;61,3;53,9;59;66,3;61,4;56,2;46;39,6;Barrio del Pilar
ago-20;6;;66,9;66,2;61,5;65,6;73,5;68,3;61,7;51,3;43,8;Gregorio Marañón
ago-20;8;;64,7;64,3;60;63,5;70,8;66;60,8;52,3;47,4;Escuelas Aguirre
ago-20;10;;62,8;62,9;57,1;61,6;70,5;64,3;55,5;45,9;41,2;Cuatro Caminos
ago-20;11;;65,7;64,6;58,3;64,1;71,3;67,4;60,5;45,5;39,5;Ramón y Cajal
ago-20;12;;61,6;61,8;55,7;60,4;67,5;62;57;47,6;39,6;Plaza Manuel Becerra
ago-20;13;;56,1;57,2;53,7;55,7;63,8;57,5;51,5;44,1;37;Vallecas
ago-20;14;;63,9;64,6;59,5;63;69,2;64,4;60,8;53,7;46,2;Glorieta Fdez. Ladreda
ago-20;16;;59,6;58,9;54;58,3;65,5;61,7;54,4;40,1;34,7;Arturo Soria
ago-20;17;;56,8;61,8;53,5;57,5;67,4;59,9;51,8;42,2;36,9;Villaverde
ago-20;18;;58,3;56,6;50,3;56,5;66,7;58,9;50,3;42,1;38;Farolillo
ago-20;19;;67,7;58,6;52,4;64,8;78,3;62,9;53,2;39,3;29,5;Alto Extremadura
ago-20;20;;59,4;59,3;52,1;58;66;59,9;54,3;44,8;39,1;Avda de Moratalaz
ago-20;24;;48,5;48,1;44,6;47,4;53,6;49,3;45,7;43,3;42;Casa de Campo
ago-20;25;;66,2;65,7;61,5;65;71,1;67,5;64,5;57,5;48,4;Santa Eugenia
ago-20;26;;58,5;57,2;53,2;57,1;65,9;60,8;53,5;46,5;39,8;Embajada
ago-20;27;;61;57,3;54,2;59;69,5;61,2;49,4;42;34,9;Barajas Pueblo
ago-20;28;;65,7;64,4;57,9;64;72,9;68,3;58,4;40,8;36,1;Cuatro Vientos
ago-20;29;;56,2;55,7;51;55;63,9;58,7;49,5;38,1;34,3;El Pardo
ago-20;30;;57,8;58;54,1;56,9;65,7;59,6;54,4;43,4;37,9;Campo de las Naciones
ago-20;31;;60,1;60,9;50,8;58,8;70;62,7;49,8;43;38;Sanchinarro
ago-20;47;;54,7;55;49,5;53,6;65,1;53,7;48;39,6;35,4;Méndez Álvaro
ago-20;48;;58,5;57,4;53,4;57,1;64,5;59,5;55,4;48,2;45,1;Castellana
ago-20;50;;64,3;63,6;58,9;62,9;69,6;64,9;59,9;51,7;46,8;Pza de Castilla
ago-20;54;;58,5;58,4;52,2;57,2;64,8;60,5;54,8;43;35,6;Ensanche de Vallecas
ago-20;55;;56,2;53,1;48,6;54,3;62,2;54,8;49,2;44,8;41,6;Urbanización Embajada II
ago-20;86;;54,4;53,3;47,1;52,8;62;55,6;47,5;39,6;36,3;Tres Olivos
sep-20;1;;66,8;66,2;62,1;65,6;72,7;68,9;62,1;51,8;43;Paseo de Recoletos
sep-20;2;;68,3;67,9;63,9;67,2;73,8;69,4;65,2;57,5;51,3;Carlos V
sep-20;3;;61,7;60,1;57,7;60,4;69,9;63,4;56;45,9;40,6;Plaza del Carmen
sep-20;4;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Plaza de España
sep-20;5;;60,3;61,4;53,4;59,2;66,1;61,9;56,9;44,7;37,4;Barrio del Pilar
sep-20;6;;68,8;68,1;63,6;67,5;75,5;70,5;63,9;53,8;45,8;Gregorio Marañón
sep-20;8;;65,4;64,9;60,8;64,2;71,4;67,1;62,2;52,9;47,7;Escuelas Aguirre
sep-20;10;;65,2;65,1;58,5;63,8;72,6;67,2;58,9;46,9;42,1;Cuatro Caminos
sep-20;11;;67,6;66,3;60,3;66;72,9;69,2;63,7;47,6;39;Ramón y Cajal
sep-20;12;;63,2;62,7;57;61,8;69,4;63,5;58,8;48,7;40,3;Plaza Manuel Becerra
sep-20;13;;58,9;57,7;54,1;57,6;65,5;58,8;52,6;43,8;37,2;Vallecas
sep-20;14;;63,9;65;59,3;63,1;69,2;64,6;61,1;53,1;45,2;Glorieta Fdez. Ladreda
sep-20;16;;60,9;60,2;55,1;59,5;66,8;63;56,8;40,2;34,3;Arturo Soria
sep-20;17;;57,5;59,8;50,8;56,8;66,2;59,1;51,8;41,1;35,6;Villaverde
sep-20;18;;58,6;57;49,4;56,8;66,8;59,1;50,8;41,2;36,8;Farolillo
sep-20;19;;60,9;60,3;53,7;59,5;68,3;61,5;54;39,5;30,3;Alto Extremadura
sep-20;20;;60,2;60;53,3;58,8;66,9;61,3;55,5;44;38,4;Avda de Moratalaz
sep-20;24;;49,5;47,7;44,2;48,1;56,7;49,9;45,5;42,2;40,5;Casa de Campo
sep-20;25;;67,4;66,4;62;66,1;71,7;68,4;65,5;57,2;47,4;Santa Eugenia
sep-20;26;;60,3;58,8;58;58,8;67;62,4;54,9;46,8;40,1;Embajada
sep-20;27;;63,1;59,1;55,1;61;72,7;64,2;50;41;34,3;Barajas Pueblo
sep-20;28;;66,9;65,6;58,8;65,2;73,5;69,2;60,3;41,3;35,7;Cuatro Vientos
sep-20;29;;56,9;56,7;51,2;55,7;64,1;59,3;50,6;37,2;34;El Pardo
sep-20;30;;59,8;59,4;52,1;58,3;66,3;61,1;56;43,1;38,3;Campo de las Naciones
sep-20;31;;61,9;62,1;52,4;60,5;71;65,2;52,1;43,4;38,1;Sanchinarro
sep-20;47;;54,6;56,4;50,2;54;66;54,4;48;39,8;35,5;Méndez Álvaro
sep-20;48;;60,5;59,9;55,4;59,2;67;62;57,2;49;42,4;Castellana
sep-20;50;;65,4;65,2;60,8;64,3;70,6;66,1;61,8;53;47,2;Pza de Castilla
sep-20;54;;60,2;59,4;52,5;58,6;65,9;61,9;56,4;42,8;36,4;Ensanche de Vallecas
sep-20;55;;55;54,7;50;53,8;62,7;55,5;49,7;44,8;41,8;Urbanización Embajada II
sep-20;86;;55,6;54,9;48,9;54,1;63,1;57,3;49,2;39,2;36,3;Tres Olivos
oct-20;1;;69,7;68,3;61,8;67,8;78;70,3;62,7;50,5;41;Paseo de Recoletos
oct-20;2;;69,2;68,9;64,1;67,9;74,6;70;65,6;56,9;50,6;Carlos V
oct-20;3;;62,8;61;56,5;61,2;70,3;63,9;55,6;43;38,3;Plaza del Carmen
oct-20;4;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Plaza de España
oct-20;5;;61;61,2;52,3;59,6;66,8;62,5;57,2;42,7;36,4;Barrio del Pilar
oct-20;6;;69,7;68,9;62,7;68,2;76,8;71,3;64,5;52,3;44,2;Gregorio Marañón
oct-20;8;;65,8;65,1;60,1;64,4;71,6;67,5;62,5;51,5;44,5;Escuelas Aguirre
oct-20;10;;65,4;64,2;58,6;63,9;72,7;67,4;58,9;46,1;41,6;Cuatro Caminos
oct-20;11;;68,3;67,1;60,3;66,7;73,6;69,8;64,1;46,3;37,9;Ramón y Cajal
oct-20;12;;63,2;63,5;56,1;61,9;69;63,7;59;48,1;39,4;Plaza Manuel Becerra
oct-20;13;;59,7;58,1;52,5;58;67,3;60,2;53,2;43;37,3;Vallecas
oct-20;14;;64,9;64,3;58,8;63,5;69,8;65,3;61,5;52,3;44,1;Glorieta Fdez. Ladreda
oct-20;16;;62,2;61,1;55,1;60,6;67,8;64,3;57,8;39,2;34,5;Arturo Soria
oct-20;17;;66,3;58,5;50,4;63,6;71,4;61,2;52,6;40,3;34,9;Villaverde
oct-20;18;;57,4;56,4;48,4;55,7;65,5;58,2;49,9;39,6;35,7;Farolillo
oct-20;19;;60,3;59;52,3;58,5;66,9;61,2;53,9;38,9;29,1;Alto Extremadura
oct-20;20;;61;60,6;52,2;59,4;67,5;62,2;55,8;42,3;38,3;Avda de Moratalaz
oct-20;24;;49,8;47,8;45,2;48,4;57,2;51;44,8;41,5;40,3;Casa de Campo
oct-20;25;;67,7;66,8;61,7;65,7;71,1;68,6;65,3;55,8;44,9;Santa Eugenia
oct-20;26;;60,9;59;54,2;59,2;67,8;63;54,9;46,2;39,5;Embajada
oct-20;27;;60;57,9;53,4;58,3;69,4;61,5;50;39,6;33,8;Barajas Pueblo
oct-20;28;;67,5;65,3;59,7;65,7;74;70;60,6;40;34,8;Cuatro Vientos
oct-20;29;;58,2;57,1;49,8;56,5;65,2;60,2;50,6;35,8;33,5;El Pardo
oct-20;30;;60,2;58,4;51,9;58,2;66,3;61,3;55,7;42,5;37,5;Campo de las Naciones
oct-20;31;;63,4;63,2;51,9;61,7;72,2;66,4;53,9;42,7;37,8;Sanchinarro
oct-20;47;;55,6;56,2;49,6;54,5;66,3;55,2;48;38,8;35,2;Méndez Álvaro
oct-20;48;;61,3;59,9;54;59,5;67,9;62,4;57,2;47,2;40,1;Castellana
oct-20;50;;66,1;65,7;59,4;64,7;71;66,7;62,2;51,7;46;Pza de Castilla
oct-20;54;;61;60,4;52,7;59,4;66,9;63;57,3;41,7;37,1;Ensanche de Vallecas
oct-20;55;;57,8;53,7;49;55,7;63,9;56,1;49,7;43,7;41,4;Urbanización Embajada II
oct-20;86;;56,5;55,5;47,8;54,8;63,8;58,1;49,7;38;35,7;Tres Olivos
nov-20;1;;68,2;66,6;62;66,6;74,3;70,2;62,5;50,1;40,2;Paseo de Recoletos
nov-20;2;;69,2;68,4;64,3;67,9;74,8;70,5;65,9;56,5;49,8;Carlos V
nov-20;3;;62,6;60,1;56,3;60,9;70,3;64;55,9;42,2;37,7;Plaza del Carmen
nov-20;4;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Plaza de España
nov-20;5;;61,7;60,5;53,3;60;67,4;63,1;57,6;41,8;36,3;Barrio del Pilar
nov-20;6;;70;69,1;62,9;68,4;76,8;71,8;65;50,9;42,5;Gregorio Marañón
nov-20;8;;66;65,1;60,6;64,6;72;67,9;62,6;49,6;41,2;Escuelas Aguirre
nov-20;10;;65,8;64,4;58,9;64,2;72,9;67,7;59;44,7;41,5;Cuatro Caminos
nov-20;11;;70,4;67,5;60,2;68,3;75,9;70,7;64,7;44,2;38;Ramón y Cajal
nov-20;12;;63,2;62,4;56,8;61,7;69,3;63,9;59,1;46,9;38;Plaza Manuel Becerra
nov-20;13;;60,5;58,5;50,7;58,5;66,3;60,5;53,3;40,6;35,4;Vallecas
nov-20;14;;65,2;64,5;58,9;63,8;70,3;65,8;62,1;51,7;43;Glorieta Fdez. Ladreda
nov-20;16;;63;61,3;55,5;61,2;68,3;64,8;58,2;37,9;33,4;Arturo Soria
nov-20;17;;60,2;57;50;58;69;59,6;52;40,2;35;Villaverde
nov-20;18;;58,9;55,1;48,3;56,7;66,4;58,4;50,2;40;36,6;Farolillo
nov-20;19;;60,8;59,7;52,2;59,1;67,5;61,8;54,4;39,5;32,1;Alto Extremadura
nov-20;20;;61,7;60,2;51,7;59,9;68,2;62,5;55,9;40,2;36,8;Avda de Moratalaz
nov-20;24;;49,8;46,6;43,2;47,9;56,1;51,1;44,8;39,3;37,2;Casa de Campo
nov-20;25;;68,9;68;62,9;67,4;73,8;70,3;66,9;55,7;44,9;Santa Eugenia
nov-20;26;;61,6;59,5;54,9;61,9;68,9;64,1;55,9;46;38,8;Embajada
nov-20;27;;58,3;56,6;52,6;56,7;67;60,2;50,3;40,5;34,7;Barajas Pueblo
nov-20;28;;68,2;65,9;59,3;66,3;74,8;70,7;60,9;39;34,9;Cuatro Vientos
nov-20;29;;58,7;56,4;49,4;56,8;65,8;60,7;50,5;35,2;33,4;El Pardo
nov-20;30;;60,4;58,2;52,7;58,5;66,7;61,9;56,1;43;37,5;Campo de las Naciones
nov-20;31;;64;63,1;52,2;62,1;72,8;66,9;53,9;41,5;37,2;Sanchinarro
nov-20;47;;56,4;54,1;48,7;54,6;65,5;54,8;47,4;37,8;34,6;Méndez Álvaro
nov-20;48;;61,8;60,4;54,7;60,2;68,4;63,1;57,8;45,5;38,2;Castellana
nov-20;50;;66,2;65,4;59,9;64,5;70,9;66,8;62,2;50,8;45,1;Pza de Castilla
nov-20;54;;61,9;60,8;52,7;60,1;67,6;63,8;58,3;42;34,9;Ensanche de Vallecas
nov-20;55;;57;53,8;49,4;55,1;63,1;56,8;50,1;43,8;41,4;Urbanización Embajada II
nov-20;86;;57,4;54,6;48,8;55,4;64,8;58,6;49,4;37,2;35,2;Tres Olivos
dic-20;1;;67,1;66,2;61,9;65,8;73,0;69,3;62,6;49,9;40,8;Paseo de Recoletos
dic-20;2;;69,1;68,6;64,5;67,9;74,3;70,1;66,1;56,8;50,2;Carlos V
dic-20;3;;62,5;61,3;57,1;61,1;69,9;63,4;55,4;42,5;38,2;Plaza del Carmen
dic-20;4;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Plaza de España
dic-20;5;;61,3;60,5;52,8;59,7;66,6;62,8;57,5;41,2;36,1;Barrio del Pilar
dic-20;6;;69,8;69,1;63,2;68,3;76,0;71,6;64,9;51,3;42,0;Gregorio Marañón
dic-20;8;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Escuelas Aguirre
dic-20;10;;65,3;64,1;58,2;63,7;72,7;67,5;59,1;47,1;42,8;Cuatro Caminos
dic-20;11;;69,0;67,4;60,8;67,2;73,8;70,1;64,5;45,6;37,9;Ramón y Cajal
dic-20;12;;63,8;62,5;56,7;62,2;69,4;63,8;59,3;48,6;40,7;Plaza Manuel Becerra
dic-20;13;;58,6;59,4;51,5;57,5;65,4;59,7;53,0;40,5;35,3;Vallecas
dic-20;14;;65,1;64,6;59,6;63,8;69,9;65,9;62,4;52,6;44,0;Glorieta Fdez. Ladreda
