Fecha;NMT;Situaciï¿½n;Ld;Le;Ln;LAeq24;LAS01;LAS10;LAS50;LAS90;LAS99;Nombre
may-22;50;;65,3;65;60,9;64,2;70,5;65,7;61,9;54,2;49,7;Pza de Castilla
may-22;54;;60,2;60,1;54,2;59;64,3;60,1;56,4;53,6;51,8;Ensanche de Vallecas
may-22;55;;58,4;54,3;50,7;56,3;63,6;57,1;51;45,5;42,6;Urbanización Embajada II
may-22;86;;56,9;56;55,8;56,4;64,2;58,3;51,1;40,2;36,6;Tres Olivos
jun-22;1;;63,5;63,8;60,8;62,9;69,9;64,8;60;52,8;47,2;Paseo de Recoletos
jun-22;2;;70,1;68,7;65,9;68,8;76;69,5;65,9;59,9;54,8;Carlos V
jun-22;3;;62,5;64,8;60,6;62,5;69,8;64,1;58,9;52,5;48,6;Plaza del Carmen
jun-22;4;;64;68,7;59,3;64,4;69,9;62,5;58,7;55,9;53,9;Plaza de España
jun-22;5;;60,3;61,6;52,9;59,3;66,4;62,1;57,1;44,7;38,1;Barrio del Pilar
jun-22;6;;69;68,5;64,5;67,8;75,8;70,1;64,1;56,2;49,6;Gregorio Marañón
jun-22;8;;64,2;65,7;61,4;63,7;70,3;65,2;60,6;56,6;54,5;Escuelas Aguirre
jun-22;10;;64,8;63,8;58,5;63,3;71,3;66,2;58,8;50,5;48,1;Cuatro Caminos
jun-22;11;;68,1;67,9;61,2;66,6;71,9;67;61,6;56,3;53,1;Ramón y Cajal
jun-22;12;;63,5;63,6;58;62,3;70,3;63,7;59,5;51,1;44,2;Plaza Manuel Becerra
jun-22;13;;60,7;57,9;51,2;58,7;66,5;61;54,5;43;36,5;Vallecas
jun-22;14;;64,4;64,3;59,2;63,2;70,8;64,6;60,8;53,6;47,8;Glorieta Fdez. Ladreda
jun-22;16;;57,2;56,9;50,5;55,8;63,6;57,8;52,4;40,2;35,2;Arturo Soria
jun-22;17;;59,5;63;55,4;59,6;68,9;61,9;54,9;45,7;38,9;Villaverde
jun-22;18;;56,8;57,6;48,9;55,5;65,4;57,2;50,2;42,4;39,3;Farolillo
jun-22;19;;62,2;59,7;53,4;60,3;68,9;62,1;55;43,5;36,8;Alto Extremadura
jun-22;20;;60,9;59,8;53,5;59,3;67,2;61,2;55,8;46,3;38,9;Avda de Moratalaz
jun-22;24;;50,7;48,4;43,4;48,9;55;50,5;45,5;39,2;37;Casa de Campo
jun-22;25;;67,1;66,7;63,2;66,1;70,3;68,1;66;59,7;51,8;Santa Eugenia
jun-22;26;;61;59,8;56,6;59,8;66,7;63,1;57,6;51,8;45,3;Embajada
jun-22;27;;59,7;57,9;54,2;58,2;67,7;61,2;52,5;43,4;35,9;Barajas Pueblo
jun-22;28;;66,6;65,1;59,4;64,9;73,3;68,8;61;42,4;35,6;Cuatro Vientos
jun-22;29;;58,1;56,7;51,8;56,5;65,4;59,6;51,6;37,7;33,8;El Pardo
jun-22;30;;59,6;59,5;54,8;58,5;66,2;60,7;56,2;44,8;41,5;Campo de las Naciones
jun-22;31;;67,3;61,9;52,2;64,7;71,7;65,8;52,7;43,5;39,4;Sanchinarro
jun-22;47;;55,6;55,8;51,1;54,6;65,7;55,2;50,9;41,1;36,4;Méndez Álvaro
jun-22;48;;60;59,6;55,4;58,8;64,7;59,7;56,3;52,8;50,7;Castellana
jun-22;50;;65,6;65,2;60,7;64,4;71;65,8;62,2;54,8;50,4;Pza de Castilla
jun-22;54;;60,5;59,6;54,8;59;64,3;60;56,5;53,6;51,9;Ensanche de Vallecas
jun-22;55;;56,3;54,2;49,8;54,6;62,6;56,5;50,9;45,6;42,5;Urbanización Embajada II
jun-22;86;;56,4;55,8;50,9;55,1;64,1;58,1;50,9;41,9;36,6;Tres Olivos
jul-22;1;;63,9;64,9;66,8;65,3;71,9;65,5;59,9;53;47,8;Paseo de Recoletos
jul-22;2;;68,8;76,1;66,4;70,8;75,8;69,9;65,6;59,9;54,9;Carlos V
jul-22;3;;61,6;63,3;61,2;61,8;69,8;63,7;58,3;53,1;49,8;Plaza del Carmen
jul-22;4;;65,6;78,7;72,2;72,9;70,3;63,1;59,2;56,3;54,3;Plaza de España
jul-22;5;;60;61,7;54,2;59,2;66,3;61,8;56,7;46,8;40,4;Barrio del Pilar
jul-22;6;;68,4;67,6;64,5;67,3;75,3;69,7;63,5;55,9;49,6;Gregorio Marañón
jul-22;8;;63,6;64,4;61,3;63,1;69,8;64,9;60,6;57,2;55,4;Escuelas Aguirre
jul-22;10;;63,8;63;58,4;62,4;71;65,4;57,5;50,2;47,5;Cuatro Caminos
jul-22;11;;68,2;67,6;62,3;66,8;73,5;68,9;63,2;51,1;44,9;Ramón y Cajal
jul-22;12;;63,1;63,3;58,5;62,1;70;63,2;58,8;50,7;43,5;Plaza Manuel Becerra
jul-22;13;;59,9;57,2;51,5;57,9;65,8;60,1;53,6;45,2;38,3;Vallecas
jul-22;14;;63,1;63,6;60,1;62,4;69,1;64,1;60,5;54,3;48,7;Glorieta Fdez. Ladreda
jul-22;16;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Arturo Soria
jul-22;17;;58,3;61,5;54,7;58,3;67,1;60,7;54,1;46,9;41,6;Villaverde
jul-22;18;;57,1;57,2;50,1;55,8;65,5;57,5;50,3;44,4;41,1;Farolillo
jul-22;19;;60,5;60,2;53,5;59,1;68,5;60,9;53,4;44;38,8;Alto Extremadura
jul-22;20;;59,8;60,3;53,9;58,7;67,1;60,6;54,6;45,2;39,6;Avda de Moratalaz
jul-22;24;;49;48,1;44,6;47,7;54,7;49,9;45,8;41,6;38,8;Casa de Campo
jul-22;25;;67,6;67,1;63,8;66,6;71;68,6;66,3;60,3;52,7;Santa Eugenia
jul-22;26;;60,6;59,7;56,9;59,5;66,7;62,6;57,8;52,5;46,2;Embajada
jul-22;27;;59,2;57,5;54,1;57,7;67,1;60,6;52,6;45,7;37,7;Barajas Pueblo
jul-22;28;;65,8;64,8;58,7;64,3;72,8;67,9;60,1;42,2;35,5;Cuatro Vientos
jul-22;29;;56,9;56;51,7;55,6;64,5;59;51;38,8;34,4;El Pardo
jul-22;30;;58,8;58,5;53,6;57,6;64,8;60,1;56;45,2;41;Campo de las Naciones
jul-22;31;;63,3;61,3;52,2;61,3;71,4;64,1;51,5;44,5;39,8;Sanchinarro
jul-22;47;;55,4;55;50,9;54,2;65,7;53,6;49;41,7;37,2;Méndez Álvaro
jul-22;48;;58,9;58,2;54,9;57,8;63,4;59;55,8;52,3;50,2;Castellana
jul-22;50;;65,1;65;61;64,1;71,1;65,7;61,7;54,6;50,4;Pza de Castilla
jul-22;54;;59,3;59;54,9;58,2;63,8;59,5;56,1;53,6;52;Ensanche de Vallecas
jul-22;55;;55,8;54,2;50,1;54,3;62;56,6;51,1;46,7;43,2;Urbanización Embajada II
jul-22;86;;55,9;54,9;50,1;54,5;64,3;57,3;49,4;44;38,8;Tres Olivos
ago-22;1;;63,6;62,3;59,1;62,3;69,9;64,6;58,3;50,6;44,5;Paseo de Recoletos
ago-22;2;;68;67,8;64,7;67,1;74,2;68,8;64,9;58,9;53,6;Carlos V
ago-22;3;;61,3;61,4;59;60,7;69,3;62,7;57;51,8;48,5;Plaza del Carmen
ago-22;4;;61,3;63,3;59,4;61,2;69,4;62,7;58,5;52,9;47,8;Plaza de España
ago-22;5;;60,5;62,2;54;59,7;67,2;62,2;56,3;44,8;38,4;Barrio del Pilar
ago-22;6;;67,1;66,5;62,7;65,9;74,2;68,7;62,4;53,8;47,1;Gregorio Marañón
ago-22;8;;64,3;64,2;61;63,5;71,4;65,9;60,7;55,8;54;Escuelas Aguirre
ago-22;10;;63,8;61,6;56,6;62,1;71;63,9;55,6;46,8;43,6;Cuatro Caminos
ago-22;11;;67,3;66,6;60,7;65,8;73,4;68,5;61,2;46,9;41,4;Ramón y Cajal
ago-22;12;;62,2;63;56,7;61,2;69,1;62,4;57,9;48,7;40,8;Plaza Manuel Becerra
ago-22;13;;60,8;56,2;52;58,7;66,5;60,6;52,5;43,1;38,9;Vallecas
ago-22;14;;62,7;63,2;59;61,9;69;63,5;59,7;52,9;46,6;Glorieta Fdez. Ladreda
ago-22;16;;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;N/D;Arturo Soria
ago-22;17;;56,4;61,7;53,4;57,3;67;59,8;51,6;44,1;41,3;Villaverde
ago-22;18;;59,1;56,4;50,1;57,1;68;58,7;49,1;42,7;40,8;Farolillo
ago-22;19;;59,3;58,6;53,1;57,9;67,7;60,1;51,9;41,3;35,4;Alto Extremadura
ago-22;20;;59,4;60;54,3;58,4;66,9;60,2;53,8;44;39;Avda de Moratalaz
ago-22;24;;48,6;48,2;43,4;47,4;54,7;49,9;44,7;41,5;40,9;Casa de Campo
ago-22;25;;67,4;66,8;63,2;66,3;70,7;68,4;66,1;59,2;50,7;Santa Eugenia
ago-22;26;;60,2;59,1;56,5;59,1;66,7;62,2;57,2;51,7;44,4;Embajada
ago-22;27;;60,5;57,8;55,2;58,9;68,5;61,4;51,4;44,1;37;Barajas Pueblo
ago-22;28;;64,9;61,7;56,9;62,9;71,8;65;56,3;40,4;33,8;Cuatro Vientos
ago-22;29;;57,3;55,2;50,7;55,5;65,1;58,5;47,4;35,1;29,7;El Pardo
ago-22;30;;58;58,4;52,3;56,9;64,4;59,5;55,5;43,7;40,1;Campo de las Naciones
ago-22;31;;61;61,3;51,7;59,6;71,4;62,3;49,8;42,8;39,6;Sanchinarro
ago-22;47;;55,5;55,4;50,3;54,3;66,4;52,1;47,1;40,8;36,9;Méndez Álvaro
ago-22;48;;57,9;56,4;52,8;56,5;63,2;58,4;54,6;47,5;43;Castellana
ago-22;50;;64,2;64,3;60,1;63,2;70,1;65;60,5;53,4;49,6;Pza de Castilla
ago-22;54;;58,7;59;53,7;57,7;65,3;60,5;54,9;49,3;48,2;Ensanche de Vallecas
ago-22;55;;54,9;53,8;49;53,5;62,5;56,3;49,3;43,9;39,6;Urbanización Embajada II
ago-22;86;;54,6;53,3;49,3;53,1;63,3;55,5;44,4;37;34,7;Tres Olivos
sep-22;1;;63,9;63,7;60,6;63,1;70,6;65,5;60,2;52,9;47,4;Paseo de Recoletos
sep-22;2;;69,2;68,8;65,7;68,2;75,4;69,9;66,3;60,2;55;Carlos V
sep-22;3;;63;63,1;60,2;62,3;71,3;64,4;58,3;51,5;47,8;Plaza del Carmen
sep-22;4;;62,5;63,9;59,6;62;71,1;63,2;59,2;53,9;49;Plaza de España
sep-22;5;;61,2;62,7;54;60,2;67,9;62,9;57,3;44,2;38;Barrio del Pilar
sep-22;6;;69,2;68,5;64,8;68;76,2;70,7;64,5;56,4;49,9;Gregorio Marañón
sep-22;8;;66,1;65,6;62,2;65,1;73;67,7;62,3;56;51,3;Escuelas Aguirre
sep-22;10;;73,1;63,4;59,2;70,3;76,3;67,9;58,8;47,9;44,2;Cuatro Caminos
sep-22;11;;69,5;68,9;63,9;68,2;75,2;70,6;65,5;50,6;42,5;Ramón y Cajal
sep-22;12;;63,5;64,6;61,7;63,2;71,7;64,3;59,5;51,3;44,2;Plaza Manuel Becerra
sep-22;13;;61,1;56,3;51,8;58,8;66,9;60,7;53,6;42;38,6;Vallecas
sep-22;14;;63,3;63,5;58,8;62,3;69,3;63,9;60,2;53,3;47,4;Glorieta Fdez. Ladreda
sep-22;16;;60,1;59,1;53,6;58,6;66,5;60,4;54,1;40,9;35,7;Arturo Soria
sep-22;17;;64,4;60;51,1;62,1;69,9;60,2;52,4;43,6;40,8;Villaverde
sep-22;18;;57,7;58,4;49,4;56,4;66,1;58;49,9;41,6;40,4;Farolillo
sep-22;19;;60,8;59,4;53,4;59,1;68,4;61,3;54;42,7;36,3;Alto Extremadura
sep-22;20;;61,2;61,1;53,9;59,8;68,1;61,9;55,2;44;38,2;Avda de Moratalaz
sep-22;24;;49,3;48,3;45,6;48,2;55,7;50,1;44,8;42;41,5;Casa de Campo
sep-22;25;;68,3;67,6;63,7;67,1;71,5;69,2;66,9;59,5;51,4;Santa Eugenia
sep-22;26;;61,9;60,5;57,4;60,6;67,7;63,8;58,6;52,4;44,8;Embajada
sep-22;27;;61;58,9;55,9;59,5;69,4;62,9;53;44,3;39;Barajas Pueblo
sep-22;28;;63,7;61,7;55,5;61,8;70,8;65;56,7;39,8;33,3;Cuatro Vientos
sep-22;29;;57,9;56;59;58,1;65,4;59,7;49,9;36,8;31,1;El Pardo
sep-22;30;;60;59,3;52,4;58,5;65,9;61,1;56,9;43,2;38,9;Campo de las Naciones
sep-22;31;;63,1;62,8;54,4;61,6;72,6;65,3;52,5;43,1;40,3;Sanchinarro
sep-22;47;;63,8;56,5;51;61,2;68,9;55,7;48,6;40,5;37,2;Méndez Álvaro
sep-22;48;;60,5;58,9;55;59;65,9;60,8;56,7;49,7;44,4;Castellana
sep-22;50;;66,2;65,2;61,3;64,9;71,6;66,2;62,3;54,4;49,4;Pza de Castilla
sep-22;54;;60,6;60,3;56,8;59,6;66,5;62,3;56,7;48,1;47,2;Ensanche de Vallecas
sep-22;55;;56,4;54,6;51,9;55,1;63,9;57,2;50,1;43;38,4;Urbanización Embajada II
sep-22;86;;59,8;54,8;49,6;57,4;64,9;57,6;48,3;37,1;34,5;Tres Olivos
oct-22;1;;64,3;64,3;61,4;63,6;70,9;65,9;60,5;52,8;47,1;Paseo de Recoletos
oct-22;2;;68,5;68,6;66,1;67,9;75,9;69,1;65,1;59,9;55,4;Carlos V
oct-22;3;;63,1;63,4;59,8;62,3;71,2;64,5;58,2;50,6;46,4;Plaza del Carmen
oct-22;4;;63,1;66,9;59,9;63,3;72,5;64,9;59,8;54,1;49,6;Plaza de España
oct-22;5;;63,1;68,7;64,1;65;70,5;65,4;58,4;44,5;38,2;Barrio del Pilar
oct-22;6;;69,5;69,1;65,5;68,5;76,5;71,1;64,8;57,1;50,3;Gregorio Marañón
oct-22;8;;66,3;66,3;62,8;65,4;73,4;68,1;62,4;54,8;45,9;Escuelas Aguirre
oct-22;10;;69;63,9;58,5;66,7;74,1;66,7;58,3;47,9;44,7;Cuatro Caminos
oct-22;11;;69,6;69,9;63,5;68,4;75,1;70,8;65,7;50,6;42,7;Ramón y Cajal
oct-22;12;;63,6;63,8;57,7;62,4;71,1;63,8;59;49,8;42,7;Plaza Manuel Becerra
oct-22;13;;61,1;57,8;50,5;58,9;67;60,2;53;41,8;39,1;Vallecas
oct-22;14;;63,5;63,3;59,1;62,4;69,1;63,8;60,3;53,3;47,6;Glorieta Fdez. Ladreda
oct-22;16;;60,5;59,5;53,4;58,9;66,8;60,9;54,5;40,4;35,7;Arturo Soria
oct-22;17;;58,2;59,1;49;56,9;66;58,1;51;41,7;38,9;Villaverde
oct-22;18;;56,5;58,7;49,1;55,7;65,3;57;49,3;41,8;40,7;Farolillo
oct-22;19;;59,9;59,6;53,6;58,6;67,7;61,2;54;42,9;36,9;Alto Extremadura
oct-22;20;;61,8;61,4;53,8;60,3;68,5;62,4;55,7;43,6;38,4;Avda de Moratalaz
oct-22;24;;50,5;48,9;44,5;48,9;56,7;50,9;45,6;42,7;42;Casa de Campo
oct-22;25;;68,9;68,5;64,4;67,7;71,7;69,8;67,6;60,1;52,1;Santa Eugenia
oct-22;26;;62,5;61,5;58,2;61,3;68,4;64,5;59,4;53,1;45,8;Embajada
oct-22;27;;61,1;59,4;55,8;59,6;69,5;63,2;53,3;44,1;39,4;Barajas Pueblo
oct-22;28;;63,6;61,9;55,6;61,8;70,7;65,4;57;39,8;34,4;Cuatro Vientos
oct-22;29;;57,8;55,8;50,1;56;64,9;59,7;48,8;32,6;28,6;El Pardo
oct-22;30;;59,9;60,1;56,6;59,1;66,6;61,1;57;44,7;40,7;Campo de las Naciones
oct-22;31;;63,7;63,2;53,1;62;73,1;65,8;53;42,9;40;Sanchinarro
oct-22;47;;63,7;55,6;49,8;61;70,2;58,2;48,2;40,6;38,8;Méndez Álvaro
oct-22;48;;60,6;59,4;55,6;59,3;66;60,9;57;49,8;44,2;Castellana
oct-22;50;;66,5;65,8;61,4;65,2;71,9;66,5;62,6;54,4;49,2;Pza de Castilla
oct-22;54;;61;60,7;54,4;59,6;66,9;62,8;57,4;48,3;47,2;Ensanche de Vallecas
oct-22;55;;59,7;54,6;53,7;57,7;64,9;57,6;50,5;43,6;39,3;Urbanización Embajada II
oct-22;86;;58,9;55,2;47,5;56,7;64,8;57,7;47,9;36,1;34;Tres Olivos
nov-22;1;;65,6;64,8;62,3;64,6;72,3;66,9;61,3;53,4;47,5;Paseo de Recoletos
nov-22;2;;69,7;68,1;64,6;68,2;76,1;69,1;64,6;58,9;54,4;Carlos V
nov-22;3;;64,6;62,1;59,9;63,1;71,9;65,3;57,9;50,5;46,6;Plaza del Carmen
nov-22;4;;64;65,4;59,7;63,3;72,7;63,9;59,8;54,5;50,1;Plaza de España
nov-22;5;;63;61,1;53,9;61,1;68,5;63,7;57,7;44;37,8;Barrio del Pilar
nov-22;6;;70,2;69,6;65,8;69;76,9;71,9;65,6;57,7;50,5;Gregorio Marañón
nov-22;8;;67,2;66,5;63,4;66,1;74;69;63,2;55,7;46,7;Escuelas Aguirre
nov-22;10;;65,2;64,3;59,5;63,8;72,4;67;59,2;48,6;45,3;Cuatro Caminos
nov-22;11;;71,6;69,7;63,9;69,8;76,6;72,2;66,7;51,7;42,8;Ramón y Cajal
nov-22;12;;63,9;63,2;58;62,5;71,1;64;59,5;50,9;44,1;Plaza Manuel Becerra
nov-22;13;;61,8;56,6;50,6;59,4;67,4;60,7;54;42;39,3;Vallecas
nov-22;14;;64,2;63,1;59,2;62,8;69,6;64,4;60,9;53,9;48,3;Glorieta Fdez. Ladreda
nov-22;16;;61,4;59,8;54,5;59,7;67,2;62,3;56;42,1;37,4;Arturo Soria
nov-22;17;;62;56,9;48,7;59,6;67,1;59,1;51,3;42,5;39,9;Villaverde
nov-22;18;;57,4;57,1;50;56;65,3;56,9;49,4;41,9;40,9;Farolillo
nov-22;19;;71,7;59,6;53,6;68,8;69,1;62,3;55,2;44,4;38,7;Alto Extremadura
nov-22;20;;62,5;61,6;55,2;60,9;69,6;63,2;56,1;44,2;39,5;Avda de Moratalaz
nov-22;24;;50,2;47,5;45,6;48,7;56,5;50,8;45,9;43,3;42,6;Casa de Campo
nov-22;25;;70,1;69,5;65,2;68,8;72,8;71;68,7;60,8;52,7;Santa Eugenia
nov-22;26;;63,5;62,2;58,6;62,1;69,3;65,5;60,3;52,6;44,9;Embajada
nov-22;27;;61,9;60,1;55,9;60,3;70,2;64;53,7;44,4;40,5;Barajas Pueblo
nov-22;28;;72,5;62,7;57,1;69,7;72,8;67,1;58,7;42,3;37;Cuatro Vientos
nov-22;29;;58,9;55,6;51,2;56,9;66,2;60,8;49,6;33,5;29;El Pardo
nov-22;30;;68,6;58,2;53,3;65,8;66,9;61;56,4;45,5;42,5;Campo de las Naciones
nov-22;31;;64,8;64,2;55;63,1;74;67,1;54,9;45,3;42,2;Sanchinarro
nov-22;47;;65,4;54,7;49,9;62,6;70,3;56,6;48,1;41,2;39,4;Méndez Álvaro
nov-22;48;;60,8;60,3;56,2;59,7;66,3;62;58;50,6;44,7;Castellana
nov-22;50;;66,8;66,5;61,8;65,6;72;67,3;63,4;55,2;49,7;Pza de Castilla
nov-22;54;;62;61,9;55;60,6;67,7;63,9;58,4;48,8;47,8;Ensanche de Vallecas
nov-22;55;;56,1;55,4;49,1;54,6;63,5;56,8;50,2;42,8;38,6;Urbanización Embajada II
nov-22;86;;58,7;55;49,1;56,6;65,2;58,5;49,6;37,3;34,2;Tres Olivos
dic-22;1;;65,2;64,2;62,1;64,2;71,9;66,7;61,3;53,8;48,3;Paseo de Recoletos
dic-22;2;;70,3;70,6;65,5;69,2;76,2;69,8;65;58,9;54,2;Carlos V
dic-22;3;;64;62,5;60;62,8;72;64,4;57,5;50,6;47;Plaza del Carmen
dic-22;4;;63,7;65,2;60,2;63,2;71,9;64,6;60,6;54,7;50,4;Plaza de España
dic-22;5;;62,5;61,8;55;60,9;68,4;63,7;57,8;45,2;38,5;Barrio del Pilar
dic-22;6;;70,7;70;66,4;69,5;76,9;72,4;66,1;58,8;52,2;Gregorio Marañón
dic-22;8;;67,9;66,9;63,8;66,7;74,3;69,4;63,6;56;47;Escuelas Aguirre
dic-22;10;;65,6;64,4;59,2;64,1;72,8;67,2;59;48,4;44,1;Cuatro Caminos
dic-22;11;;70,7;69,9;63,9;69,2;75,5;71,9;66,2;52;43;Ramón y Cajal
dic-22;12;;64,2;63,4;59;62,9;71,4;64,1;59,5;51,4;44,6;Plaza Manuel Becerra
dic-22;13;;61,6;58;53,7;59,6;67,9;60,4;53,4;42,2;39,7;Vallecas
dic-22;14;;64,5;65,2;59,8;63,6;69,8;64,8;61,4;54,6;49,5;Glorieta Fdez. Ladreda
dic-22;16;;62,2;60,7;55,5;60,6;67,6;63;56,3;42,3;37,5;Arturo Soria
dic-22;17;;58,7;66,5;50,3;60,7;64,3;56,8;50,1;41,4;38,6;Villaverde
dic-22;18;;58,5;59,9;49,3;57,4;66;57;49,3;41,4;40,5;Farolillo
dic-22;19;;61,1;60,6;54,5;59,7;68;62,1;55,3;45,3;39,8;Alto Extremadura
dic-22;20;;63,1;61,6;55,6;61,4;69,9;63,5;56,2;45;39,7;Avda de Moratalaz
dic-22;24;;50,2;48,9;45,7;48,9;55,7;51;47;43,7;43;Casa de Campo
dic-22;25;;70,9;70,3;65,9;69,6;73,3;71,7;69,4;61,7;54,1;Santa Eugenia
dic-22;26;;64,3;62,8;59;62,8;69,9;66;60,7;53,3;45,9;Embajada
dic-22;27;;62,2;60,7;56,1;60,6;70,9;64,3;52,7;44,2;40,6;Barajas Pueblo
dic-22;28;;65,6;63,8;57,4;63,8;72,1;67,5;58,8;42,3;36,9;Cuatro Vientos
dic-22;29;;61,4;56,8;51,4;59,1;67,4;61,9;49,9;34,4;29,6;El Pardo
dic-22;30;;60,7;58,2;53,3;58,8;65,4;61;55,9;46,6;44,5;Campo de las Naciones
dic-22;31;;65,8;65,3;54,7;64,1;74,8;68;54,7;44,9;41,8;Sanchinarro
dic-22;47;;61,2;55,1;50,3;58,7;67,2;55,1;48,1;41,7;40;Méndez Álvaro
dic-22;48;;62;60,4;56,9;60,5;66,8;62,5;58,6;51,5;45,8;Castellana
dic-22;50;;67,1;66,5;62,1;65,8;72,1;67,7;63,6;55,9;50,4;Pza de Castilla
dic-22;54;;62,4;62;55,4;61;68;64,2;58,5;49,2;48,2;Ensanche de Vallecas
dic-22;55;;56,9;54,9;49,9;55,2;64;57,4;50,3;43,2;39,1;Urbanización Embajada II
dic-22;86;;57,9;56,4;49;56,1;65,2;58,3;48,8;37,2;34,1;Tres Olivos
